UpdateId,CountryId,CountryName,CountryCode,Province,City,Latitude,Longitude,ConfirmedCases,ActiveCases,Deaths,Recovered,DateTime,CountriesCountryId
1444,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,1,0,0,"2020-03-19 00:00:00.000000",NULL
1445,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,1,0,0,"2020-03-20 00:00:00.000000",NULL
1446,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,1,0,0,"2020-03-21 00:00:00.000000",NULL
1447,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,1,0,0,"2020-03-22 00:00:00.000000",NULL
1448,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,1,0,0,"2020-03-23 00:00:00.000000",NULL
1449,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,1,0,0,"2020-03-24 00:00:00.000000",NULL
1450,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,1,0,0,"2020-03-25 00:00:00.000000",NULL
1451,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,1,0,0,"2020-03-26 00:00:00.000000",NULL
1452,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,1,0,0,"2020-03-27 00:00:00.000000",NULL
1453,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,0,0,1,"2020-03-28 00:00:00.000000",NULL
1454,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,0,0,1,"2020-03-29 00:00:00.000000",NULL
1455,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,0,0,1,"2020-03-30 00:00:00.000000",NULL
1456,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,0,0,1,"2020-03-31 00:00:00.000000",NULL
1457,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,1,0,0,1,"2020-04-01 00:00:00.000000",NULL
1458,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,2,1,0,1,"2020-04-02 00:00:00.000000",NULL
1459,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,3,2,0,1,"2020-04-03 00:00:00.000000",NULL
1460,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,7,6,0,1,"2020-04-04 00:00:00.000000",NULL
1461,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,7,6,0,1,"2020-04-05 00:00:00.000000",NULL
1462,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,7,6,0,1,"2020-04-06 00:00:00.000000",NULL
1463,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,8,7,0,1,"2020-04-07 00:00:00.000000",NULL
1464,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,8,7,0,1,"2020-04-08 00:00:00.000000",NULL
1465,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-09 00:00:00.000000",NULL
1466,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-10 00:00:00.000000",NULL
1467,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-11 00:00:00.000000",NULL
1468,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-12 00:00:00.000000",NULL
1469,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-13 00:00:00.000000",NULL
1470,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-14 00:00:00.000000",NULL
1471,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-15 00:00:00.000000",NULL
1472,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-16 00:00:00.000000",NULL
1473,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-17 00:00:00.000000",NULL
1474,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-18 00:00:00.000000",NULL
1475,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-19 00:00:00.000000",NULL
1476,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,11,0,1,"2020-04-20 00:00:00.000000",NULL
1477,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,12,10,0,2,"2020-04-21 00:00:00.000000",NULL
1478,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,13,10,0,3,"2020-04-22 00:00:00.000000",NULL
1479,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,13,10,0,3,"2020-04-23 00:00:00.000000",NULL
1480,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,14,9,0,5,"2020-04-24 00:00:00.000000",NULL
1481,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,14,9,0,5,"2020-04-25 00:00:00.000000",NULL
1482,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,14,9,0,5,"2020-04-26 00:00:00.000000",NULL
1483,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,15,7,0,8,"2020-04-27 00:00:00.000000",NULL
1484,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,15,7,0,8,"2020-04-28 00:00:00.000000",NULL
1485,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,16,8,0,8,"2020-04-29 00:00:00.000000",NULL
1486,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,16,8,0,8,"2020-04-30 00:00:00.000000",NULL
1487,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,16,8,0,8,"2020-05-01 00:00:00.000000",NULL
1488,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,16,8,0,8,"2020-05-02 00:00:00.000000",NULL
1489,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,16,8,0,8,"2020-05-03 00:00:00.000000",NULL
1490,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,8,0,9,"2020-05-04 00:00:00.000000",NULL
1491,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,8,0,9,"2020-05-05 00:00:00.000000",NULL
1492,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,8,0,9,"2020-05-06 00:00:00.000000",NULL
1493,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,8,0,9,"2020-05-07 00:00:00.000000",NULL
1494,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,8,0,9,"2020-05-08 00:00:00.000000",NULL
1495,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,8,0,9,"2020-05-09 00:00:00.000000",NULL
1496,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,8,0,9,"2020-05-10 00:00:00.000000",NULL
1497,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,8,0,9,"2020-05-11 00:00:00.000000",NULL
1498,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,5,0,12,"2020-05-12 00:00:00.000000",NULL
1499,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,5,0,12,"2020-05-13 00:00:00.000000",NULL
1500,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,5,0,12,"2020-05-14 00:00:00.000000",NULL
1501,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,3,0,14,"2020-05-15 00:00:00.000000",NULL
1502,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,3,0,14,"2020-05-16 00:00:00.000000",NULL
1503,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,3,0,14,"2020-05-17 00:00:00.000000",NULL
1504,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,3,0,14,"2020-05-18 00:00:00.000000",NULL
1505,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,17,3,0,14,"2020-05-19 00:00:00.000000",NULL
1506,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,18,4,0,14,"2020-05-20 00:00:00.000000",NULL
1507,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,18,4,0,14,"2020-05-21 00:00:00.000000",NULL
1508,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,18,4,0,14,"2020-05-22 00:00:00.000000",NULL
1509,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,18,4,0,14,"2020-05-23 00:00:00.000000",NULL
1510,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,18,4,0,14,"2020-05-24 00:00:00.000000",NULL
1511,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,18,4,0,14,"2020-05-25 00:00:00.000000",NULL
1512,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,18,4,0,14,"2020-05-26 00:00:00.000000",NULL
1513,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,18,4,0,14,"2020-05-27 00:00:00.000000",NULL
1514,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,25,11,0,14,"2020-05-28 00:00:00.000000",NULL
1515,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,26,12,0,14,"2020-05-29 00:00:00.000000",NULL
1516,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,26,11,0,15,"2020-05-30 00:00:00.000000",NULL
1517,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,26,11,0,15,"2020-05-31 00:00:00.000000",NULL
1518,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,26,11,0,15,"2020-06-01 00:00:00.000000",NULL
1519,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,26,11,0,15,"2020-06-02 00:00:00.000000",NULL
1520,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,26,11,0,15,"2020-06-03 00:00:00.000000",NULL
1521,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,26,11,0,15,"2020-06-04 00:00:00.000000",NULL
1522,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,26,11,0,15,"2020-06-05 00:00:00.000000",NULL
1523,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,26,11,0,15,"2020-06-06 00:00:00.000000",NULL
1524,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,27,11,0,16,"2020-06-07 00:00:00.000000",NULL
1525,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,27,11,0,16,"2020-06-08 00:00:00.000000",NULL
1526,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,27,2,0,25,"2020-06-09 00:00:00.000000",NULL
1527,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,27,2,0,25,"2020-06-10 00:00:00.000000",NULL
1528,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,27,2,0,25,"2020-06-11 00:00:00.000000",NULL
1529,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,27,2,0,25,"2020-06-12 00:00:00.000000",NULL
1530,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,27,2,0,25,"2020-06-13 00:00:00.000000",NULL
1531,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,27,2,0,25,"2020-06-14 00:00:00.000000",NULL
1532,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,27,2,0,25,"2020-06-15 00:00:00.000000",NULL
1533,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,29,4,0,25,"2020-06-16 00:00:00.000000",NULL
1534,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,29,4,0,25,"2020-06-17 00:00:00.000000",NULL
1535,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,29,3,0,26,"2020-06-18 00:00:00.000000",NULL
1536,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,29,3,0,26,"2020-06-19 00:00:00.000000",NULL
1537,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,29,3,0,26,"2020-06-20 00:00:00.000000",NULL
1538,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,29,3,0,26,"2020-06-21 00:00:00.000000",NULL
1539,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,29,3,0,26,"2020-06-22 00:00:00.000000",NULL
1540,14,"Saint Vincent and Grenadines",VC,,,12.98,-61.29,29,2,0,27,"2020-06-23 00:00:00.000000",NULL
1541,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-01-22 00:00:00.000000",NULL
1542,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-01-23 00:00:00.000000",NULL
1543,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-01-24 00:00:00.000000",NULL
1544,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-01-25 00:00:00.000000",NULL
1545,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-01-26 00:00:00.000000",NULL
1546,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-01-27 00:00:00.000000",NULL
1547,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-01-28 00:00:00.000000",NULL
1548,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-01-29 00:00:00.000000",NULL
1549,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-01-30 00:00:00.000000",NULL
1550,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-01-31 00:00:00.000000",NULL
1551,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-01 00:00:00.000000",NULL
1552,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-02 00:00:00.000000",NULL
1553,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-03 00:00:00.000000",NULL
1554,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-04 00:00:00.000000",NULL
1555,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-05 00:00:00.000000",NULL
1556,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-06 00:00:00.000000",NULL
1557,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-07 00:00:00.000000",NULL
1558,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-08 00:00:00.000000",NULL
1559,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-09 00:00:00.000000",NULL
1560,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-10 00:00:00.000000",NULL
1561,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-11 00:00:00.000000",NULL
1562,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-12 00:00:00.000000",NULL
1563,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-13 00:00:00.000000",NULL
1564,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-14 00:00:00.000000",NULL
1565,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-15 00:00:00.000000",NULL
1566,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-16 00:00:00.000000",NULL
1567,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-17 00:00:00.000000",NULL
1568,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-18 00:00:00.000000",NULL
1569,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-19 00:00:00.000000",NULL
1570,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-20 00:00:00.000000",NULL
1571,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-21 00:00:00.000000",NULL
1572,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-22 00:00:00.000000",NULL
1573,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-23 00:00:00.000000",NULL
1574,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-24 00:00:00.000000",NULL
1575,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-25 00:00:00.000000",NULL
1576,16,"San Marino",SM,,,43.94,12.46,0,0,0,0,"2020-02-26 00:00:00.000000",NULL
1577,16,"San Marino",SM,,,43.94,12.46,1,1,0,0,"2020-02-27 00:00:00.000000",NULL
1578,16,"San Marino",SM,,,43.94,12.46,1,1,0,0,"2020-02-28 00:00:00.000000",NULL
1579,16,"San Marino",SM,,,43.94,12.46,1,1,0,0,"2020-02-29 00:00:00.000000",NULL
1580,16,"San Marino",SM,,,43.94,12.46,1,1,0,0,"2020-03-01 00:00:00.000000",NULL
1581,16,"San Marino",SM,,,43.94,12.46,8,8,0,0,"2020-03-02 00:00:00.000000",NULL
1582,16,"San Marino",SM,,,43.94,12.46,10,9,1,0,"2020-03-03 00:00:00.000000",NULL
1583,16,"San Marino",SM,,,43.94,12.46,16,15,1,0,"2020-03-04 00:00:00.000000",NULL
1584,16,"San Marino",SM,,,43.94,12.46,21,20,1,0,"2020-03-05 00:00:00.000000",NULL
1585,16,"San Marino",SM,,,43.94,12.46,21,20,1,0,"2020-03-06 00:00:00.000000",NULL
1586,16,"San Marino",SM,,,43.94,12.46,23,22,1,0,"2020-03-07 00:00:00.000000",NULL
1587,16,"San Marino",SM,,,43.94,12.46,36,35,1,0,"2020-03-08 00:00:00.000000",NULL
1588,16,"San Marino",SM,,,43.94,12.46,36,35,1,0,"2020-03-09 00:00:00.000000",NULL
1589,16,"San Marino",SM,,,43.94,12.46,51,49,2,0,"2020-03-10 00:00:00.000000",NULL
1590,16,"San Marino",SM,,,43.94,12.46,62,60,2,0,"2020-03-11 00:00:00.000000",NULL
1591,16,"San Marino",SM,,,43.94,12.46,69,66,3,0,"2020-03-12 00:00:00.000000",NULL
1592,16,"San Marino",SM,,,43.94,12.46,80,75,5,0,"2020-03-13 00:00:00.000000",NULL
1593,16,"San Marino",SM,,,43.94,12.46,80,71,5,4,"2020-03-14 00:00:00.000000",NULL
1594,16,"San Marino",SM,,,43.94,12.46,101,92,5,4,"2020-03-15 00:00:00.000000",NULL
1595,16,"San Marino",SM,,,43.94,12.46,109,98,7,4,"2020-03-16 00:00:00.000000",NULL
1596,16,"San Marino",SM,,,43.94,12.46,109,98,7,4,"2020-03-17 00:00:00.000000",NULL
1597,16,"San Marino",SM,,,43.94,12.46,119,104,11,4,"2020-03-18 00:00:00.000000",NULL
1598,16,"San Marino",SM,,,43.94,12.46,119,104,11,4,"2020-03-19 00:00:00.000000",NULL
1599,16,"San Marino",SM,,,43.94,12.46,144,126,14,4,"2020-03-20 00:00:00.000000",NULL
1600,16,"San Marino",SM,,,43.94,12.46,144,120,20,4,"2020-03-21 00:00:00.000000",NULL
1601,16,"San Marino",SM,,,43.94,12.46,175,151,20,4,"2020-03-22 00:00:00.000000",NULL
1602,16,"San Marino",SM,,,43.94,12.46,187,163,20,4,"2020-03-23 00:00:00.000000",NULL
1603,16,"San Marino",SM,,,43.94,12.46,187,162,21,4,"2020-03-24 00:00:00.000000",NULL
1604,16,"San Marino",SM,,,43.94,12.46,208,183,21,4,"2020-03-25 00:00:00.000000",NULL
1605,16,"San Marino",SM,,,43.94,12.46,208,183,21,4,"2020-03-26 00:00:00.000000",NULL
1606,16,"San Marino",SM,,,43.94,12.46,223,198,21,4,"2020-03-27 00:00:00.000000",NULL
1607,16,"San Marino",SM,,,43.94,12.46,224,196,22,6,"2020-03-28 00:00:00.000000",NULL
1608,16,"San Marino",SM,,,43.94,12.46,224,196,22,6,"2020-03-29 00:00:00.000000",NULL
1609,16,"San Marino",SM,,,43.94,12.46,230,192,25,13,"2020-03-30 00:00:00.000000",NULL
1610,16,"San Marino",SM,,,43.94,12.46,236,197,26,13,"2020-03-31 00:00:00.000000",NULL
1611,16,"San Marino",SM,,,43.94,12.46,236,197,26,13,"2020-04-01 00:00:00.000000",NULL
1612,16,"San Marino",SM,,,43.94,12.46,245,194,30,21,"2020-04-02 00:00:00.000000",NULL
1613,16,"San Marino",SM,,,43.94,12.46,245,194,30,21,"2020-04-03 00:00:00.000000",NULL
1614,16,"San Marino",SM,,,43.94,12.46,259,200,32,27,"2020-04-04 00:00:00.000000",NULL
1615,16,"San Marino",SM,,,43.94,12.46,266,199,32,35,"2020-04-05 00:00:00.000000",NULL
1616,16,"San Marino",SM,,,43.94,12.46,266,199,32,35,"2020-04-06 00:00:00.000000",NULL
1617,16,"San Marino",SM,,,43.94,12.46,279,205,34,40,"2020-04-07 00:00:00.000000",NULL
1618,16,"San Marino",SM,,,43.94,12.46,279,205,34,40,"2020-04-08 00:00:00.000000",NULL
1619,16,"San Marino",SM,,,43.94,12.46,333,250,34,49,"2020-04-09 00:00:00.000000",NULL
1620,16,"San Marino",SM,,,43.94,12.46,344,260,34,50,"2020-04-10 00:00:00.000000",NULL
1621,16,"San Marino",SM,,,43.94,12.46,356,268,35,53,"2020-04-11 00:00:00.000000",NULL
1622,16,"San Marino",SM,,,43.94,12.46,356,268,35,53,"2020-04-12 00:00:00.000000",NULL
1623,16,"San Marino",SM,,,43.94,12.46,356,268,35,53,"2020-04-13 00:00:00.000000",NULL
1624,16,"San Marino",SM,,,43.94,12.46,371,282,36,53,"2020-04-14 00:00:00.000000",NULL
1625,16,"San Marino",SM,,,43.94,12.46,372,283,36,53,"2020-04-15 00:00:00.000000",NULL
1626,16,"San Marino",SM,,,43.94,12.46,426,333,38,55,"2020-04-16 00:00:00.000000",NULL
1627,16,"San Marino",SM,,,43.94,12.46,435,339,39,57,"2020-04-17 00:00:00.000000",NULL
1628,16,"San Marino",SM,,,43.94,12.46,455,356,39,60,"2020-04-18 00:00:00.000000",NULL
1629,16,"San Marino",SM,,,43.94,12.46,461,362,39,60,"2020-04-19 00:00:00.000000",NULL
1630,16,"San Marino",SM,,,43.94,12.46,462,362,39,61,"2020-04-20 00:00:00.000000",NULL
1631,16,"San Marino",SM,,,43.94,12.46,476,374,40,62,"2020-04-21 00:00:00.000000",NULL
1632,16,"San Marino",SM,,,43.94,12.46,488,386,40,62,"2020-04-22 00:00:00.000000",NULL
1633,16,"San Marino",SM,,,43.94,12.46,501,398,40,63,"2020-04-23 00:00:00.000000",NULL
1634,16,"San Marino",SM,,,43.94,12.46,513,409,40,64,"2020-04-24 00:00:00.000000",NULL
1635,16,"San Marino",SM,,,43.94,12.46,513,409,40,64,"2020-04-25 00:00:00.000000",NULL
1636,16,"San Marino",SM,,,43.94,12.46,538,433,41,64,"2020-04-26 00:00:00.000000",NULL
1637,16,"San Marino",SM,,,43.94,12.46,538,433,41,64,"2020-04-27 00:00:00.000000",NULL
1638,16,"San Marino",SM,,,43.94,12.46,553,448,41,64,"2020-04-28 00:00:00.000000",NULL
1639,16,"San Marino",SM,,,43.94,12.46,563,453,41,69,"2020-04-29 00:00:00.000000",NULL
1640,16,"San Marino",SM,,,43.94,12.46,569,450,41,78,"2020-04-30 00:00:00.000000",NULL
1641,16,"San Marino",SM,,,43.94,12.46,580,457,41,82,"2020-05-01 00:00:00.000000",NULL
1642,16,"San Marino",SM,,,43.94,12.46,580,456,41,83,"2020-05-02 00:00:00.000000",NULL
1643,16,"San Marino",SM,,,43.94,12.46,582,455,41,86,"2020-05-03 00:00:00.000000",NULL
1644,16,"San Marino",SM,,,43.94,12.46,582,455,41,86,"2020-05-04 00:00:00.000000",NULL
1645,16,"San Marino",SM,,,43.94,12.46,589,456,41,92,"2020-05-05 00:00:00.000000",NULL
1646,16,"San Marino",SM,,,43.94,12.46,608,470,41,97,"2020-05-06 00:00:00.000000",NULL
1647,16,"San Marino",SM,,,43.94,12.46,622,475,41,106,"2020-05-07 00:00:00.000000",NULL
1648,16,"San Marino",SM,,,43.94,12.46,623,468,41,114,"2020-05-08 00:00:00.000000",NULL
1649,16,"San Marino",SM,,,43.94,12.46,637,470,41,126,"2020-05-09 00:00:00.000000",NULL
1650,16,"San Marino",SM,,,43.94,12.46,628,461,41,126,"2020-05-10 00:00:00.000000",NULL
1651,16,"San Marino",SM,,,43.94,12.46,628,457,41,130,"2020-05-11 00:00:00.000000",NULL
1652,16,"San Marino",SM,,,43.94,12.46,638,436,41,161,"2020-05-12 00:00:00.000000",NULL
1653,16,"San Marino",SM,,,43.94,12.46,643,441,41,161,"2020-05-13 00:00:00.000000",NULL
1654,16,"San Marino",SM,,,43.94,12.46,648,435,41,172,"2020-05-14 00:00:00.000000",NULL
1655,16,"San Marino",SM,,,43.94,12.46,652,422,41,189,"2020-05-15 00:00:00.000000",NULL
1656,16,"San Marino",SM,,,43.94,12.46,653,414,41,198,"2020-05-16 00:00:00.000000",NULL
1657,16,"San Marino",SM,,,43.94,12.46,654,412,41,201,"2020-05-17 00:00:00.000000",NULL
1658,16,"San Marino",SM,,,43.94,12.46,654,410,41,203,"2020-05-18 00:00:00.000000",NULL
1659,16,"San Marino",SM,,,43.94,12.46,655,403,41,211,"2020-05-19 00:00:00.000000",NULL
1660,16,"San Marino",SM,,,43.94,12.46,656,395,41,220,"2020-05-20 00:00:00.000000",NULL
1661,16,"San Marino",SM,,,43.94,12.46,658,382,41,235,"2020-05-21 00:00:00.000000",NULL
1662,16,"San Marino",SM,,,43.94,12.46,661,366,41,254,"2020-05-22 00:00:00.000000",NULL
1663,16,"San Marino",SM,,,43.94,12.46,665,357,42,266,"2020-05-23 00:00:00.000000",NULL
1664,16,"San Marino",SM,,,43.94,12.46,665,357,42,266,"2020-05-24 00:00:00.000000",NULL
1665,16,"San Marino",SM,,,43.94,12.46,666,354,42,270,"2020-05-25 00:00:00.000000",NULL
1666,16,"San Marino",SM,,,43.94,12.46,666,349,42,275,"2020-05-26 00:00:00.000000",NULL
1667,16,"San Marino",SM,,,43.94,12.46,667,331,42,294,"2020-05-27 00:00:00.000000",NULL
1668,16,"San Marino",SM,,,43.94,12.46,670,306,42,322,"2020-05-28 00:00:00.000000",NULL
1669,16,"San Marino",SM,,,43.94,12.46,671,285,42,344,"2020-05-29 00:00:00.000000",NULL
1670,16,"San Marino",SM,,,43.94,12.46,671,272,42,357,"2020-05-30 00:00:00.000000",NULL
1671,16,"San Marino",SM,,,43.94,12.46,671,272,42,357,"2020-05-31 00:00:00.000000",NULL
1672,16,"San Marino",SM,,,43.94,12.46,671,270,42,359,"2020-06-01 00:00:00.000000",NULL
1673,16,"San Marino",SM,,,43.94,12.46,672,246,42,384,"2020-06-02 00:00:00.000000",NULL
1674,16,"San Marino",SM,,,43.94,12.46,674,241,42,391,"2020-06-03 00:00:00.000000",NULL
1675,16,"San Marino",SM,,,43.94,12.46,678,228,42,408,"2020-06-04 00:00:00.000000",NULL
1676,16,"San Marino",SM,,,43.94,12.46,680,210,42,428,"2020-06-05 00:00:00.000000",NULL
1677,16,"San Marino",SM,,,43.94,12.46,680,210,42,428,"2020-06-06 00:00:00.000000",NULL
1678,16,"San Marino",SM,,,43.94,12.46,680,210,42,428,"2020-06-07 00:00:00.000000",NULL
1679,16,"San Marino",SM,,,43.94,12.46,687,167,42,478,"2020-06-08 00:00:00.000000",NULL
1680,16,"San Marino",SM,,,43.94,12.46,688,163,42,483,"2020-06-09 00:00:00.000000",NULL
1681,16,"San Marino",SM,,,43.94,12.46,691,153,42,496,"2020-06-10 00:00:00.000000",NULL
1682,16,"San Marino",SM,,,43.94,12.46,691,153,42,496,"2020-06-11 00:00:00.000000",NULL
1683,16,"San Marino",SM,,,43.94,12.46,694,132,42,520,"2020-06-12 00:00:00.000000",NULL
1684,16,"San Marino",SM,,,43.94,12.46,694,132,42,520,"2020-06-13 00:00:00.000000",NULL
1685,16,"San Marino",SM,,,43.94,12.46,694,132,42,520,"2020-06-14 00:00:00.000000",NULL
1686,16,"San Marino",SM,,,43.94,12.46,694,77,42,575,"2020-06-15 00:00:00.000000",NULL
1687,16,"San Marino",SM,,,43.94,12.46,694,62,42,590,"2020-06-16 00:00:00.000000",NULL
