UpdateId,CountryId,CountryName,CountryCode,Province,City,Latitude,Longitude,ConfirmedCases,ActiveCases,Deaths,Recovered,DateTime,CountriesCountryId,ActiveCasesChange
316,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
317,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
318,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
319,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
320,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
321,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
322,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
323,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
324,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
325,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
326,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
327,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
328,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
329,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
330,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
331,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
332,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
333,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
334,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
335,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
336,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
337,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
338,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
339,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
340,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
341,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
342,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
343,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
344,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
345,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
346,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
347,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
348,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
349,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
350,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
351,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
352,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
353,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
354,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
355,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
356,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
357,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
358,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
359,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
360,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
361,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
362,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
363,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
364,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
365,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
366,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
367,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
368,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
369,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
370,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
371,4,Mali,ML,,,17.57,-4,0,0,0,0,00:00.0,NULL,0
372,4,Mali,ML,,,17.57,-4,2,2,0,0,00:00.0,NULL,2
373,4,Mali,ML,,,17.57,-4,4,4,0,0,00:00.0,NULL,2
374,4,Mali,ML,,,17.57,-4,11,11,0,0,00:00.0,NULL,7
375,4,Mali,ML,,,17.57,-4,18,18,0,0,00:00.0,NULL,7
376,4,Mali,ML,,,17.57,-4,18,17,1,0,00:00.0,NULL,-1
377,4,Mali,ML,,,17.57,-4,25,23,2,0,00:00.0,NULL,6
378,4,Mali,ML,,,17.57,-4,28,26,2,0,00:00.0,NULL,3
379,4,Mali,ML,,,17.57,-4,31,28,3,0,00:00.0,NULL,2
380,4,Mali,ML,,,17.57,-4,36,33,3,0,00:00.0,NULL,5
381,4,Mali,ML,,,17.57,-4,39,36,3,0,00:00.0,NULL,3
382,4,Mali,ML,,,17.57,-4,41,37,3,1,00:00.0,NULL,1
383,4,Mali,ML,,,17.57,-4,45,39,5,1,00:00.0,NULL,2
384,4,Mali,ML,,,17.57,-4,47,33,5,9,00:00.0,NULL,-6
385,4,Mali,ML,,,17.57,-4,56,39,5,12,00:00.0,NULL,6
386,4,Mali,ML,,,17.57,-4,59,36,7,16,00:00.0,NULL,-3
387,4,Mali,ML,,,17.57,-4,74,45,7,22,00:00.0,NULL,9
388,4,Mali,ML,,,17.57,-4,87,58,7,22,00:00.0,NULL,13
389,4,Mali,ML,,,17.57,-4,87,58,7,22,00:00.0,NULL,0
390,4,Mali,ML,,,17.57,-4,105,74,9,22,00:00.0,NULL,16
391,4,Mali,ML,,,17.57,-4,123,87,10,26,00:00.0,NULL,13
392,4,Mali,ML,,,17.57,-4,144,97,13,34,00:00.0,NULL,10
393,4,Mali,ML,,,17.57,-4,148,101,13,34,00:00.0,NULL,4
394,4,Mali,ML,,,17.57,-4,171,124,13,34,00:00.0,NULL,23
395,4,Mali,ML,,,17.57,-4,171,124,13,34,00:00.0,NULL,0
396,4,Mali,ML,,,17.57,-4,216,162,13,41,00:00.0,NULL,38
397,4,Mali,ML,,,17.57,-4,224,168,14,42,00:00.0,NULL,6
398,4,Mali,ML,,,17.57,-4,246,176,14,56,00:00.0,NULL,8
399,4,Mali,ML,,,17.57,-4,258,187,14,57,00:00.0,NULL,11
400,4,Mali,ML,,,17.57,-4,293,203,17,73,00:00.0,NULL,16
401,4,Mali,ML,,,17.57,-4,309,211,21,77,00:00.0,NULL,8
402,4,Mali,ML,,,17.57,-4,325,217,21,87,00:00.0,NULL,6
403,4,Mali,ML,,,17.57,-4,370,258,21,91,00:00.0,NULL,41
404,4,Mali,ML,,,17.57,-4,389,254,23,112,00:00.0,NULL,-4
405,4,Mali,ML,,,17.57,-4,408,272,23,113,00:00.0,NULL,18
406,4,Mali,ML,,,17.57,-4,424,278,24,122,00:00.0,NULL,6
407,4,Mali,ML,,,17.57,-4,482,328,25,129,00:00.0,NULL,50
408,4,Mali,ML,,,17.57,-4,490,329,26,135,00:00.0,NULL,1
409,4,Mali,ML,,,17.57,-4,508,286,26,196,00:00.0,NULL,-43
410,4,Mali,ML,,,17.57,-4,544,312,26,206,00:00.0,NULL,26
411,4,Mali,ML,,,17.57,-4,563,323,27,213,00:00.0,NULL,11
412,4,Mali,ML,,,17.57,-4,580,328,29,223,00:00.0,NULL,5
413,4,Mali,ML,,,17.57,-4,612,352,32,228,00:00.0,NULL,24
414,4,Mali,ML,,,17.57,-4,631,338,32,261,00:00.0,NULL,-14
415,4,Mali,ML,,,17.57,-4,650,347,32,271,00:00.0,NULL,9
416,4,Mali,ML,,,17.57,-4,668,348,35,285,00:00.0,NULL,1
417,4,Mali,ML,,,17.57,-4,692,357,37,298,00:00.0,NULL,9
418,4,Mali,ML,,,17.57,-4,704,315,38,351,00:00.0,NULL,-42
419,4,Mali,ML,,,17.57,-4,712,296,39,377,00:00.0,NULL,-19
420,4,Mali,ML,,,17.57,-4,730,292,40,398,00:00.0,NULL,-4
421,4,Mali,ML,,,17.57,-4,758,302,44,412,00:00.0,NULL,10
422,4,Mali,ML,,,17.57,-4,779,297,46,436,00:00.0,NULL,-5
423,4,Mali,ML,,,17.57,-4,806,305,46,455,00:00.0,NULL,8
424,4,Mali,ML,,,17.57,-4,835,308,48,479,00:00.0,NULL,3
425,4,Mali,ML,,,17.57,-4,860,314,52,494,00:00.0,NULL,6
426,4,Mali,ML,,,17.57,-4,874,310,52,512,00:00.0,NULL,-4
427,4,Mali,ML,,,17.57,-4,901,319,53,529,00:00.0,NULL,9
428,4,Mali,ML,,,17.57,-4,931,333,55,543,00:00.0,NULL,14
429,4,Mali,ML,,,17.57,-4,947,329,60,558,00:00.0,NULL,-4
430,4,Mali,ML,,,17.57,-4,969,347,62,560,00:00.0,NULL,18
431,4,Mali,ML,,,17.57,-4,1015,378,63,574,00:00.0,NULL,31
432,4,Mali,ML,,,17.57,-4,1030,368,65,597,00:00.0,NULL,-10
433,4,Mali,ML,,,17.57,-4,1059,388,67,604,00:00.0,NULL,20
434,4,Mali,ML,,,17.57,-4,1077,390,70,617,00:00.0,NULL,2
435,4,Mali,ML,,,17.57,-4,1116,414,70,632,00:00.0,NULL,24
436,4,Mali,ML,,,17.57,-4,1194,470,72,652,00:00.0,NULL,56
437,4,Mali,ML,,,17.57,-4,1226,484,73,669,00:00.0,NULL,14
438,4,Mali,ML,,,17.57,-4,1250,478,76,696,00:00.0,NULL,-6
439,4,Mali,ML,,,17.57,-4,1265,472,77,716,00:00.0,NULL,-6
440,4,Mali,ML,,,17.57,-4,1315,493,78,744,00:00.0,NULL,21
441,4,Mali,ML,,,17.57,-4,1351,504,78,769,00:00.0,NULL,11
442,4,Mali,ML,,,17.57,-4,1386,519,79,788,00:00.0,NULL,15
443,4,Mali,ML,,,17.57,-4,1461,570,85,806,00:00.0,NULL,51
444,4,Mali,ML,,,17.57,-4,1485,582,87,816,00:00.0,NULL,12
445,4,Mali,ML,,,17.57,-4,1523,588,90,845,00:00.0,NULL,6
446,4,Mali,ML,,,17.57,-4,1533,570,90,873,00:00.0,NULL,-18
447,4,Mali,ML,,,17.57,-4,1547,539,92,916,00:00.0,NULL,-31
448,4,Mali,ML,,,17.57,-4,1586,561,94,931,00:00.0,NULL,22
449,4,Mali,ML,,,17.57,-4,1667,623,96,948,00:00.0,NULL,62
450,4,Mali,ML,,,17.57,-4,1722,636,97,989,00:00.0,NULL,13
451,4,Mali,ML,,,17.57,-4,1752,628,101,1023,00:00.0,NULL,-8
452,4,Mali,ML,,,17.57,-4,1776,614,104,1058,00:00.0,NULL,-14
453,4,Mali,ML,,,17.57,-4,1809,617,104,1088,00:00.0,NULL,3
454,4,Mali,ML,,,17.57,-4,1860,631,104,1125,00:00.0,NULL,14
455,4,Mali,ML,,,17.57,-4,1885,636,104,1145,00:00.0,NULL,5
456,4,Mali,ML,,,17.57,-4,1890,615,107,1168,00:00.0,NULL,-21
457,4,Mali,ML,,,17.57,-4,1906,607,107,1192,00:00.0,NULL,-8
458,4,Mali,ML,,,17.57,-4,1923,598,108,1217,00:00.0,NULL,-9
459,4,Mali,ML,,,17.57,-4,1933,569,109,1255,00:00.0,NULL,-29
460,4,Mali,ML,,,17.57,-4,1933,569,109,1255,00:00.0,NULL,0
461,4,Mali,ML,,,17.57,-4,1961,584,111,1266,00:00.0,NULL,15
462,4,Mali,ML,,,17.57,-4,1978,565,111,1302,00:00.0,NULL,-19
463,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,-565
464,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
465,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
466,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
467,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
468,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
469,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
470,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
471,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
472,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
473,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
474,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
475,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
476,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
477,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
478,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
479,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
480,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
481,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
482,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
483,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
484,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
485,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
486,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
487,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
488,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
489,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
490,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
491,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
492,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
493,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
494,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
495,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
496,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
497,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
498,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
499,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
500,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
501,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
502,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
503,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
504,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
505,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
506,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
507,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
508,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
509,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
510,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
511,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
512,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
513,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
514,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
515,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
516,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
517,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
518,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
519,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
520,5,Cape Verde,CV,,,16,-24.01,0,0,0,0,00:00.0,NULL,0
521,5,Cape Verde,CV,,,16,-24.01,1,1,0,0,00:00.0,NULL,1
522,5,Cape Verde,CV,,,16,-24.01,3,3,0,0,00:00.0,NULL,2
523,5,Cape Verde,CV,,,16,-24.01,3,3,0,0,00:00.0,NULL,0
524,5,Cape Verde,CV,,,16,-24.01,3,3,0,0,00:00.0,NULL,0
525,5,Cape Verde,CV,,,16,-24.01,3,2,1,0,00:00.0,NULL,-1
526,5,Cape Verde,CV,,,16,-24.01,4,3,1,0,00:00.0,NULL,1
527,5,Cape Verde,CV,,,16,-24.01,4,3,1,0,00:00.0,NULL,0
528,5,Cape Verde,CV,,,16,-24.01,5,4,1,0,00:00.0,NULL,1
529,5,Cape Verde,CV,,,16,-24.01,5,4,1,0,00:00.0,NULL,0
530,5,Cape Verde,CV,,,16,-24.01,6,5,1,0,00:00.0,NULL,1
531,5,Cape Verde,CV,,,16,-24.01,6,5,1,0,00:00.0,NULL,0
532,5,Cape Verde,CV,,,16,-24.01,6,5,1,0,00:00.0,NULL,0
533,5,Cape Verde,CV,,,16,-24.01,6,5,1,0,00:00.0,NULL,0
534,5,Cape Verde,CV,,,16,-24.01,6,5,1,0,00:00.0,NULL,0
535,5,Cape Verde,CV,,,16,-24.01,6,5,1,0,00:00.0,NULL,0
536,5,Cape Verde,CV,,,16,-24.01,7,6,1,0,00:00.0,NULL,1
537,5,Cape Verde,CV,,,16,-24.01,7,6,1,0,00:00.0,NULL,0
538,5,Cape Verde,CV,,,16,-24.01,7,5,1,1,00:00.0,NULL,-1
539,5,Cape Verde,CV,,,16,-24.01,7,5,1,1,00:00.0,NULL,0
540,5,Cape Verde,CV,,,16,-24.01,7,5,1,1,00:00.0,NULL,0
541,5,Cape Verde,CV,,,16,-24.01,7,5,1,1,00:00.0,NULL,0
542,5,Cape Verde,CV,,,16,-24.01,7,5,1,1,00:00.0,NULL,0
543,5,Cape Verde,CV,,,16,-24.01,8,6,1,1,00:00.0,NULL,1
544,5,Cape Verde,CV,,,16,-24.01,8,6,1,1,00:00.0,NULL,0
545,5,Cape Verde,CV,,,16,-24.01,10,8,1,1,00:00.0,NULL,2
546,5,Cape Verde,CV,,,16,-24.01,11,9,1,1,00:00.0,NULL,1
547,5,Cape Verde,CV,,,16,-24.01,56,54,1,1,00:00.0,NULL,45
548,5,Cape Verde,CV,,,16,-24.01,56,54,1,1,00:00.0,NULL,0
549,5,Cape Verde,CV,,,16,-24.01,56,54,1,1,00:00.0,NULL,0
550,5,Cape Verde,CV,,,16,-24.01,58,56,1,1,00:00.0,NULL,2
551,5,Cape Verde,CV,,,16,-24.01,61,59,1,1,00:00.0,NULL,3
552,5,Cape Verde,CV,,,16,-24.01,67,65,1,1,00:00.0,NULL,6
553,5,Cape Verde,CV,,,16,-24.01,68,66,1,1,00:00.0,NULL,1
554,5,Cape Verde,CV,,,16,-24.01,73,71,1,1,00:00.0,NULL,5
555,5,Cape Verde,CV,,,16,-24.01,82,80,1,1,00:00.0,NULL,9
556,5,Cape Verde,CV,,,16,-24.01,88,86,1,1,00:00.0,NULL,6
557,5,Cape Verde,CV,,,16,-24.01,90,88,1,1,00:00.0,NULL,2
558,5,Cape Verde,CV,,,16,-24.01,106,104,1,1,00:00.0,NULL,16
559,5,Cape Verde,CV,,,16,-24.01,109,107,1,1,00:00.0,NULL,3
560,5,Cape Verde,CV,,,16,-24.01,114,111,1,2,00:00.0,NULL,4
561,5,Cape Verde,CV,,,16,-24.01,114,111,1,2,00:00.0,NULL,0
562,5,Cape Verde,CV,,,16,-24.01,121,116,1,4,00:00.0,NULL,5
563,5,Cape Verde,CV,,,16,-24.01,122,103,1,18,00:00.0,NULL,-13
564,5,Cape Verde,CV,,,16,-24.01,152,132,2,18,00:00.0,NULL,29
565,5,Cape Verde,CV,,,16,-24.01,165,130,2,33,00:00.0,NULL,-2
566,5,Cape Verde,CV,,,16,-24.01,175,136,2,37,00:00.0,NULL,6
567,5,Cape Verde,CV,,,16,-24.01,186,147,2,37,00:00.0,NULL,11
568,5,Cape Verde,CV,,,16,-24.01,191,151,2,38,00:00.0,NULL,4
569,5,Cape Verde,CV,,,16,-24.01,218,178,2,38,00:00.0,NULL,27
570,5,Cape Verde,CV,,,16,-24.01,230,184,2,44,00:00.0,NULL,6
571,5,Cape Verde,CV,,,16,-24.01,236,178,2,56,00:00.0,NULL,-6
572,5,Cape Verde,CV,,,16,-24.01,246,188,2,56,00:00.0,NULL,10
573,5,Cape Verde,CV,,,16,-24.01,260,200,2,58,00:00.0,NULL,12
574,5,Cape Verde,CV,,,16,-24.01,267,207,2,58,00:00.0,NULL,7
575,5,Cape Verde,CV,,,16,-24.01,289,226,2,61,00:00.0,NULL,19
576,5,Cape Verde,CV,,,16,-24.01,315,246,2,67,00:00.0,NULL,20
577,5,Cape Verde,CV,,,16,-24.01,326,257,2,67,00:00.0,NULL,11
578,5,Cape Verde,CV,,,16,-24.01,328,241,3,84,00:00.0,NULL,-16
579,5,Cape Verde,CV,,,16,-24.01,328,241,3,84,00:00.0,NULL,0
580,5,Cape Verde,CV,,,16,-24.01,328,240,3,85,00:00.0,NULL,-1
581,5,Cape Verde,CV,,,16,-24.01,335,247,3,85,00:00.0,NULL,7
582,5,Cape Verde,CV,,,16,-24.01,349,261,3,85,00:00.0,NULL,14
583,5,Cape Verde,CV,,,16,-24.01,356,258,3,95,00:00.0,NULL,-3
584,5,Cape Verde,CV,,,16,-24.01,362,264,3,95,00:00.0,NULL,6
585,5,Cape Verde,CV,,,16,-24.01,371,226,3,142,00:00.0,NULL,-38
586,5,Cape Verde,CV,,,16,-24.01,380,222,3,155,00:00.0,NULL,-4
587,5,Cape Verde,CV,,,16,-24.01,390,232,3,155,00:00.0,NULL,10
588,5,Cape Verde,CV,,,16,-24.01,390,231,4,155,00:00.0,NULL,-1
589,5,Cape Verde,CV,,,16,-24.01,390,231,4,155,00:00.0,NULL,0
590,5,Cape Verde,CV,,,16,-24.01,390,231,4,155,00:00.0,NULL,0
591,5,Cape Verde,CV,,,16,-24.01,405,246,4,155,00:00.0,NULL,15
592,5,Cape Verde,CV,,,16,-24.01,421,250,4,167,00:00.0,NULL,4
593,5,Cape Verde,CV,,,16,-24.01,435,238,4,193,00:00.0,NULL,-12
594,5,Cape Verde,CV,,,16,-24.01,458,261,4,193,00:00.0,NULL,23
595,5,Cape Verde,CV,,,16,-24.01,466,224,5,237,00:00.0,NULL,-37
596,5,Cape Verde,CV,,,16,-24.01,477,234,5,238,00:00.0,NULL,10
597,5,Cape Verde,CV,,,16,-24.01,502,258,5,239,00:00.0,NULL,24
598,5,Cape Verde,CV,,,16,-24.01,536,292,5,239,00:00.0,NULL,34
599,5,Cape Verde,CV,,,16,-24.01,542,297,5,240,00:00.0,NULL,5
600,5,Cape Verde,CV,,,16,-24.01,554,309,5,240,00:00.0,NULL,12
601,5,Cape Verde,CV,,,16,-24.01,567,296,5,266,00:00.0,NULL,-13
602,5,Cape Verde,CV,,,16,-24.01,585,310,5,270,00:00.0,NULL,14
603,5,Cape Verde,CV,,,16,-24.01,615,316,5,294,00:00.0,NULL,6
604,5,Cape Verde,CV,,,16,-24.01,657,357,6,294,00:00.0,NULL,41
605,5,Cape Verde,CV,,,16,-24.01,697,397,6,294,00:00.0,NULL,40
606,5,Cape Verde,CV,,,16,-24.01,726,426,6,294,00:00.0,NULL,29
607,5,Cape Verde,CV,,,16,-24.01,750,443,6,301,00:00.0,NULL,17
608,5,Cape Verde,CV,,,16,-24.01,760,413,7,340,00:00.0,NULL,-30
609,5,Cape Verde,CV,,,16,-24.01,781,420,7,354,00:00.0,NULL,7
610,5,Cape Verde,CV,,,16,-24.01,792,408,7,377,00:00.0,NULL,-12
611,5,Cape Verde,CV,,,16,-24.01,823,439,7,377,00:00.0,NULL,31
612,5,Cape Verde,CV,,,16,-24.01,848,463,8,377,00:00.0,NULL,24
613,5,Cape Verde,CV,,,16,-24.01,863,478,8,377,00:00.0,NULL,15
614,5,Cape Verde,CV,,,16,-24.01,890,469,8,413,00:00.0,NULL,-9
615,5,Cape Verde,CV,,,16,-24.01,944,517,8,419,00:00.0,NULL,48
616,5,Cape Verde,CV,,,16,-24.01,982,548,8,426,00:00.0,NULL,31
617,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,-548
618,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
619,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
620,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
621,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
622,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
623,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
624,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
625,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
626,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
627,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
628,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
629,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
630,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
631,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
632,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
633,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
634,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
635,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
636,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
637,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
638,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
639,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
640,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
641,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
642,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
643,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
644,6,Dominican Republic,DO,,,18.74,-70.16,0,0,0,0,00:00.0,NULL,0
